,feature,importance,normalized_importance,cumulative_importance
12479,banner_id_24159727.0,0.0,0.0,0.9999999999999979
12478,banner_id_24159835.0,0.0,0.0,0.9999999999999979
12477,banner_id_24159922.0,0.0,0.0,0.9999999999999979
12476,banner_id_24159944.0,0.0,0.0,0.9999999999999979
12475,banner_id_24160117.0,0.0,0.0,0.9999999999999979
12474,banner_id_24160160.0,0.0,0.0,0.9999999999999979
12473,banner_id_24160419.0,0.0,0.0,0.9999999999999979
12472,banner_id_24163708.0,0.0,0.0,0.9999999999999979
12470,banner_id_24160679.0,0.0,0.0,0.9999999999999979
12449,banner_id_24166434.0,0.0,0.0,0.9999999999999979
12448,banner_id_24166455.0,0.0,0.0,0.9999999999999979
12447,banner_id_24166585.0,0.0,0.0,0.9999999999999979
12424,banner_id_24165092.0,0.0,0.0,0.9999999999999979
12423,banner_id_24165136.0,0.0,0.0,0.9999999999999979
12422,banner_id_24165157.0,0.0,0.0,0.9999999999999979
12421,banner_id_24165179.0,0.0,0.0,0.9999999999999979
12420,banner_id_24165222.0,0.0,0.0,0.9999999999999979
12419,banner_id_24164898.0,0.0,0.0,0.9999999999999979
12418,banner_id_24135888.0,0.0,0.0,0.9999999999999979
12417,banner_id_24135867.0,0.0,0.0,0.9999999999999979
12416,banner_id_24135758.0,0.0,0.0,0.9999999999999979
12415,banner_id_24102771.0,0.0,0.0,0.9999999999999979
12414,banner_id_24102793.0,0.0,0.0,0.9999999999999979
12413,banner_id_24102944.0,0.0,0.0,0.9999999999999979
12412,banner_id_24102966.0,0.0,0.0,0.9999999999999979
12411,banner_id_24102987.0,0.0,0.0,0.9999999999999979
12410,banner_id_24103031.0,0.0,0.0,0.9999999999999979
12409,banner_id_24103052.0,0.0,0.0,0.9999999999999979
12408,banner_id_24103096.0,0.0,0.0,0.9999999999999979
12425,banner_id_24165049.0,0.0,0.0,0.9999999999999979
12426,banner_id_24164984.0,0.0,0.0,0.9999999999999979
12427,banner_id_24164962.0,0.0,0.0,0.9999999999999979
12428,banner_id_24164833.0,0.0,0.0,0.9999999999999979
12446,banner_id_24166607.0,0.0,0.0,0.9999999999999979
12445,banner_id_24166672.0,0.0,0.0,0.9999999999999979
12444,banner_id_24166845.0,0.0,0.0,0.9999999999999979
12443,banner_id_24166953.0,0.0,0.0,0.9999999999999979
12442,banner_id_24166996.0,0.0,0.0,0.9999999999999979
12441,banner_id_24165503.0,0.0,0.0,0.9999999999999979
12440,banner_id_24165482.0,0.0,0.0,0.9999999999999979
12439,banner_id_24165287.0,0.0,0.0,0.9999999999999979
12406,banner_id_24103247.0,0.0,0.0,0.9999999999999979
12438,banner_id_24165265.0,0.0,0.0,0.9999999999999979
12436,banner_id_24164508.0,0.0,0.0,0.9999999999999979
12435,banner_id_24164530.0,0.0,0.0,0.9999999999999979
12434,banner_id_24164703.0,0.0,0.0,0.9999999999999979
12433,banner_id_24164724.0,0.0,0.0,0.9999999999999979
12432,banner_id_24164746.0,0.0,0.0,0.9999999999999979
12431,banner_id_24164789.0,0.0,0.0,0.9999999999999979
12430,banner_id_24164811.0,0.0,0.0,0.9999999999999979
12429,banner_id_24163751.0,0.0,0.0,0.9999999999999979
12437,banner_id_24163794.0,0.0,0.0,0.9999999999999979
12489,banner_id_24163426.0,0.0,0.0,0.9999999999999979
12321,banner_id_24095893.0,0.0,0.0,0.9999999999999979
12319,banner_id_24096088.0,0.0,0.0,0.9999999999999979
12212,banner_id_24124770.0,0.0,0.0,0.9999999999999979
12211,banner_id_24124813.0,0.0,0.0,0.9999999999999979
12210,banner_id_24124878.0,0.0,0.0,0.9999999999999979
12209,banner_id_24124921.0,0.0,0.0,0.9999999999999979
12208,banner_id_24125159.0,0.0,0.0,0.9999999999999979
12207,banner_id_24125743.0,0.0,0.0,0.9999999999999979
12206,banner_id_24125873.0,0.0,0.0,0.9999999999999979
12205,banner_id_24124380.0,0.0,0.0,0.9999999999999979
12204,banner_id_24119427.0,0.0,0.0,0.9999999999999979
12203,banner_id_24129572.0,0.0,0.0,0.9999999999999979
12202,banner_id_24130004.0,0.0,0.0,0.9999999999999979
12201,banner_id_24134590.0,0.0,0.0,0.9999999999999979
12200,banner_id_24134612.0,0.0,0.0,0.9999999999999979
12199,banner_id_24134698.0,0.0,0.0,0.9999999999999979
12198,banner_id_24134720.0,0.0,0.0,0.9999999999999979
12197,banner_id_24134742.0,0.0,0.0,0.9999999999999979
12196,banner_id_24134807.0,0.0,0.0,0.9999999999999979
12213,banner_id_24124467.0,0.0,0.0,0.9999999999999979
12195,banner_id_24134850.0,0.0,0.0,0.9999999999999979
12214,banner_id_24124142.0,0.0,0.0,0.9999999999999979
12216,banner_id_24123883.0,0.0,0.0,0.9999999999999979
12233,banner_id_24128923.0,0.0,0.0,0.9999999999999979
12232,banner_id_24128966.0,0.0,0.0,0.9999999999999979
12231,banner_id_24129117.0,0.0,0.0,0.9999999999999979
12230,banner_id_24129399.0,0.0,0.0,0.9999999999999979
12229,banner_id_24129420.0,0.0,0.0,0.9999999999999979
12228,banner_id_24129442.0,0.0,0.0,0.9999999999999979
12227,banner_id_24126197.0,0.0,0.0,0.9999999999999979
12226,banner_id_24126154.0,0.0,0.0,0.9999999999999979
12225,banner_id_24126132.0,0.0,0.0,0.9999999999999979
12224,banner_id_24126046.0,0.0,0.0,0.9999999999999979
12223,banner_id_24119448.0,0.0,0.0,0.9999999999999979
12222,banner_id_24119773.0,0.0,0.0,0.9999999999999979
12221,banner_id_24119816.0,0.0,0.0,0.9999999999999979
12220,banner_id_24123104.0,0.0,0.0,0.9999999999999979
12219,banner_id_24123753.0,0.0,0.0,0.9999999999999979
12218,banner_id_24123774.0,0.0,0.0,0.9999999999999979
12217,banner_id_24123839.0,0.0,0.0,0.9999999999999979
12215,banner_id_24129485.0,0.0,0.0,0.9999999999999979
12194,banner_id_24134893.0,0.0,0.0,0.9999999999999979
12193,banner_id_24134958.0,0.0,0.0,0.9999999999999979
12192,banner_id_24135326.0,0.0,0.0,0.9999999999999979
12169,banner_id_24130632.0,0.0,0.0,0.9999999999999979
12168,banner_id_24130675.0,0.0,0.0,0.9999999999999979
12167,banner_id_24130697.0,0.0,0.0,0.9999999999999979
12166,banner_id_24130718.0,0.0,0.0,0.9999999999999979
12165,banner_id_24130740.0,0.0,0.0,0.9999999999999979
12164,banner_id_24131108.0,0.0,0.0,0.9999999999999979
12163,banner_id_24131129.0,0.0,0.0,0.9999999999999979
12162,banner_id_24130545.0,0.0,0.0,0.9999999999999979
12161,banner_id_24175325.0,0.0,0.0,0.9999999999999979
12160,banner_id_24119254.0,0.0,0.0,0.9999999999999979
12159,banner_id_24118972.0,0.0,0.0,0.9999999999999979
12158,banner_id_24113067.0,0.0,0.0,0.9999999999999979
12157,banner_id_24113089.0,0.0,0.0,0.9999999999999979
12156,banner_id_24113132.0,0.0,0.0,0.9999999999999979
12155,banner_id_24113478.0,0.0,0.0,0.9999999999999979
12154,banner_id_24113586.0,0.0,0.0,0.9999999999999979
12153,banner_id_24113608.0,0.0,0.0,0.9999999999999979
12170,banner_id_24130567.0,0.0,0.0,0.9999999999999979
12171,banner_id_24130523.0,0.0,0.0,0.9999999999999979
12172,banner_id_24129680.0,0.0,0.0,0.9999999999999979
12173,banner_id_24130437.0,0.0,0.0,0.9999999999999979
12191,banner_id_24135391.0,0.0,0.0,0.9999999999999979
12190,banner_id_24135412.0,0.0,0.0,0.9999999999999979
12189,banner_id_24135434.0,0.0,0.0,0.9999999999999979
12188,banner_id_24135456.0,0.0,0.0,0.9999999999999979
12187,banner_id_24135477.0,0.0,0.0,0.9999999999999979
12186,banner_id_24135499.0,0.0,0.0,0.9999999999999979
12185,banner_id_24135629.0,0.0,0.0,0.9999999999999979
12184,banner_id_24134569.0,0.0,0.0,0.9999999999999979
12234,banner_id_24128858.0,0.0,0.0,0.9999999999999979
12183,banner_id_24131519.0,0.0,0.0,0.9999999999999979
12181,banner_id_24131194.0,0.0,0.0,0.9999999999999979
12180,banner_id_24130026.0,0.0,0.0,0.9999999999999979
12179,banner_id_24130048.0,0.0,0.0,0.9999999999999979
12178,banner_id_24130091.0,0.0,0.0,0.9999999999999979
12177,banner_id_24130156.0,0.0,0.0,0.9999999999999979
12176,banner_id_24130177.0,0.0,0.0,0.9999999999999979
12175,banner_id_24130242.0,0.0,0.0,0.9999999999999979
12174,banner_id_24130394.0,0.0,0.0,0.9999999999999979
12182,banner_id_24131216.0,0.0,0.0,0.9999999999999979
12320,banner_id_24095979.0,0.0,0.0,0.9999999999999979
12235,banner_id_24128382.0,0.0,0.0,0.9999999999999979
12237,banner_id_24128231.0,0.0,0.0,0.9999999999999979
12297,banner_id_24094595.0,0.0,0.0,0.9999999999999979
12296,banner_id_24094617.0,0.0,0.0,0.9999999999999979
12295,banner_id_24094725.0,0.0,0.0,0.9999999999999979
12294,banner_id_24094768.0,0.0,0.0,0.9999999999999979
12293,banner_id_24094790.0,0.0,0.0,0.9999999999999979
12292,banner_id_24094876.0,0.0,0.0,0.9999999999999979
12291,banner_id_24094379.0,0.0,0.0,0.9999999999999979
12290,banner_id_24108135.0,0.0,0.0,0.9999999999999979
12289,banner_id_24096434.0,0.0,0.0,0.9999999999999979
12288,banner_id_24096563.0,0.0,0.0,0.9999999999999979
12287,banner_id_24097840.0,0.0,0.0,0.9999999999999979
12286,banner_id_24097926.0,0.0,0.0,0.9999999999999979
12285,banner_id_24097991.0,0.0,0.0,0.9999999999999979
12284,banner_id_24098034.0,0.0,0.0,0.9999999999999979
12283,banner_id_24098077.0,0.0,0.0,0.9999999999999979
12282,banner_id_24098142.0,0.0,0.0,0.9999999999999979
12281,banner_id_24098186.0,0.0,0.0,0.9999999999999979
12298,banner_id_24094465.0,0.0,0.0,0.9999999999999979
12280,banner_id_24098207.0,0.0,0.0,0.9999999999999979
12299,banner_id_24094400.0,0.0,0.0,0.9999999999999979
12301,banner_id_24096390.0,0.0,0.0,0.9999999999999979
12318,banner_id_24096152.0,0.0,0.0,0.9999999999999979
12317,banner_id_24096174.0,0.0,0.0,0.9999999999999979
12316,banner_id_24096196.0,0.0,0.0,0.9999999999999979
12315,banner_id_24096261.0,0.0,0.0,0.9999999999999979
12314,banner_id_24096325.0,0.0,0.0,0.9999999999999979
12313,banner_id_24095114.0,0.0,0.0,0.9999999999999979
12312,banner_id_24095006.0,0.0,0.0,0.9999999999999979
12311,banner_id_24094941.0,0.0,0.0,0.9999999999999979
12310,banner_id_24094920.0,0.0,0.0,0.9999999999999979
12309,banner_id_24093968.0,0.0,0.0,0.9999999999999979
12308,banner_id_24093989.0,0.0,0.0,0.9999999999999979
12307,banner_id_24094011.0,0.0,0.0,0.9999999999999979
12306,banner_id_24094033.0,0.0,0.0,0.9999999999999979
12305,banner_id_24094054.0,0.0,0.0,0.9999999999999979
12304,banner_id_24094076.0,0.0,0.0,0.9999999999999979
12303,banner_id_24094098.0,0.0,0.0,0.9999999999999979
12302,banner_id_24094206.0,0.0,0.0,0.9999999999999979
12300,banner_id_24094249.0,0.0,0.0,0.9999999999999979
12279,banner_id_24098380.0,0.0,0.0,0.9999999999999979
12278,banner_id_24098445.0,0.0,0.0,0.9999999999999979
12277,banner_id_24098467.0,0.0,0.0,0.9999999999999979
12254,banner_id_24097342.0,0.0,0.0,0.9999999999999979
12253,banner_id_24097364.0,0.0,0.0,0.9999999999999979
12252,banner_id_24097407.0,0.0,0.0,0.9999999999999979
12251,banner_id_24097472.0,0.0,0.0,0.9999999999999979
12250,banner_id_24097537.0,0.0,0.0,0.9999999999999979
12249,banner_id_24097558.0,0.0,0.0,0.9999999999999979
12248,banner_id_24097169.0,0.0,0.0,0.9999999999999979
12247,banner_id_24108503.0,0.0,0.0,0.9999999999999979
12246,banner_id_24108546.0,0.0,0.0,0.9999999999999979
12245,banner_id_24108568.0,0.0,0.0,0.9999999999999979
12244,banner_id_24126262.0,0.0,0.0,0.9999999999999979
12243,banner_id_24126305.0,0.0,0.0,0.9999999999999979
12242,banner_id_24126435.0,0.0,0.0,0.9999999999999979
12241,banner_id_24127214.0,0.0,0.0,0.9999999999999979
12240,banner_id_24127949.0,0.0,0.0,0.9999999999999979
12239,banner_id_24128014.0,0.0,0.0,0.9999999999999979
12238,banner_id_24128166.0,0.0,0.0,0.9999999999999979
12255,banner_id_24097299.0,0.0,0.0,0.9999999999999979
12256,banner_id_24097256.0,0.0,0.0,0.9999999999999979
12257,banner_id_24097147.0,0.0,0.0,0.9999999999999979
12258,banner_id_24096499.0,0.0,0.0,0.9999999999999979
12276,banner_id_24098575.0,0.0,0.0,0.9999999999999979
12275,banner_id_24098943.0,0.0,0.0,0.9999999999999979
12274,banner_id_24099137.0,0.0,0.0,0.9999999999999979
12273,banner_id_24099181.0,0.0,0.0,0.9999999999999979
12272,banner_id_24100392.0,0.0,0.0,0.9999999999999979
12271,banner_id_24100435.0,0.0,0.0,0.9999999999999979
12270,banner_id_24097796.0,0.0,0.0,0.9999999999999979
12269,banner_id_24097710.0,0.0,0.0,0.9999999999999979
12236,banner_id_24128339.0,0.0,0.0,0.9999999999999979
12268,banner_id_24097645.0,0.0,0.0,0.9999999999999979
12266,banner_id_24096585.0,0.0,0.0,0.9999999999999979
12265,banner_id_24096801.0,0.0,0.0,0.9999999999999979
12264,banner_id_24096823.0,0.0,0.0,0.9999999999999979
12263,banner_id_24096866.0,0.0,0.0,0.9999999999999979
12262,banner_id_24096974.0,0.0,0.0,0.9999999999999979
12261,banner_id_24097018.0,0.0,0.0,0.9999999999999979
12260,banner_id_24097083.0,0.0,0.0,0.9999999999999979
12259,banner_id_24097126.0,0.0,0.0,0.9999999999999979
12267,banner_id_24097623.0,0.0,0.0,0.9999999999999979
12152,banner_id_24113694.0,0.0,0.0,0.9999999999999979
12490,banner_id_24163405.0,0.0,0.0,0.9999999999999979
12492,banner_id_24163102.0,0.0,0.0,0.9999999999999979
12722,banner_id_24149235.0,0.0,0.0,0.9999999999999979
12721,banner_id_24149257.0,0.0,0.0,0.9999999999999979
12720,banner_id_24149343.0,0.0,0.0,0.9999999999999979
12719,banner_id_24149387.0,0.0,0.0,0.9999999999999979
12718,banner_id_24151031.0,0.0,0.0,0.9999999999999979
12717,banner_id_24151117.0,0.0,0.0,0.9999999999999979
12716,banner_id_24151139.0,0.0,0.0,0.9999999999999979
12715,banner_id_24156612.0,0.0,0.0,0.9999999999999979
12714,banner_id_24156893.0,0.0,0.0,0.9999999999999979
12713,banner_id_24157045.0,0.0,0.0,0.9999999999999979
12712,banner_id_24157110.0,0.0,0.0,0.9999999999999979
12711,banner_id_24157174.0,0.0,0.0,0.9999999999999979
12710,banner_id_24157196.0,0.0,0.0,0.9999999999999979
12709,banner_id_24157218.0,0.0,0.0,0.9999999999999979
12708,banner_id_24157261.0,0.0,0.0,0.9999999999999979
12707,banner_id_24157283.0,0.0,0.0,0.9999999999999979
12706,banner_id_24157369.0,0.0,0.0,0.9999999999999979
12723,banner_id_24149170.0,0.0,0.0,0.9999999999999979
12705,banner_id_24157477.0,0.0,0.0,0.9999999999999979
12724,banner_id_24149084.0,0.0,0.0,0.9999999999999979
12726,banner_id_24148997.0,0.0,0.0,0.9999999999999979
12743,banner_id_24150923.0,0.0,0.0,0.9999999999999979
12742,banner_id_24150944.0,0.0,0.0,0.9999999999999979
12741,banner_id_24150966.0,0.0,0.0,0.9999999999999979
12740,banner_id_24149473.0,0.0,0.0,0.9999999999999979
12739,banner_id_24151009.0,0.0,0.0,0.9999999999999979
12738,banner_id_24149430.0,0.0,0.0,0.9999999999999979
12737,banner_id_24149365.0,0.0,0.0,0.9999999999999979
12736,banner_id_24148327.0,0.0,0.0,0.9999999999999979
12735,banner_id_24148348.0,0.0,0.0,0.9999999999999979
12734,banner_id_24148392.0,0.0,0.0,0.9999999999999979
12733,banner_id_24148456.0,0.0,0.0,0.9999999999999979
12732,banner_id_24148521.0,0.0,0.0,0.9999999999999979
12731,banner_id_24148543.0,0.0,0.0,0.9999999999999979
12730,banner_id_24148565.0,0.0,0.0,0.9999999999999979
12729,banner_id_24148738.0,0.0,0.0,0.9999999999999979
12728,banner_id_24148911.0,0.0,0.0,0.9999999999999979
12727,banner_id_24148976.0,0.0,0.0,0.9999999999999979
12725,banner_id_24149062.0,0.0,0.0,0.9999999999999979
12704,banner_id_24157521.0,0.0,0.0,0.9999999999999979
12703,banner_id_24158321.0,0.0,0.0,0.9999999999999979
12702,banner_id_24158451.0,0.0,0.0,0.9999999999999979
12679,banner_id_24154946.0,0.0,0.0,0.9999999999999979
12678,banner_id_24156093.0,0.0,0.0,0.9999999999999979
12677,banner_id_24156223.0,0.0,0.0,0.9999999999999979
12676,banner_id_24152199.0,0.0,0.0,0.9999999999999979
12675,banner_id_24147916.0,0.0,0.0,0.9999999999999979
12674,banner_id_24147678.0,0.0,0.0,0.9999999999999979
12673,banner_id_24147396.0,0.0,0.0,0.9999999999999979
12672,banner_id_24139068.0,0.0,0.0,0.9999999999999979
12671,banner_id_24139090.0,0.0,0.0,0.9999999999999979
12670,banner_id_24139176.0,0.0,0.0,0.9999999999999979
12669,banner_id_24139263.0,0.0,0.0,0.9999999999999979
12668,banner_id_24139284.0,0.0,0.0,0.9999999999999979
12667,banner_id_24139328.0,0.0,0.0,0.9999999999999979
12666,banner_id_24139371.0,0.0,0.0,0.9999999999999979
12665,banner_id_24139414.0,0.0,0.0,0.9999999999999979
12664,banner_id_24139436.0,0.0,0.0,0.9999999999999979
12663,banner_id_24139630.0,0.0,0.0,0.9999999999999979
12680,banner_id_24154405.0,0.0,0.0,0.9999999999999979
12681,banner_id_24154384.0,0.0,0.0,0.9999999999999979
12682,banner_id_24152372.0,0.0,0.0,0.9999999999999979
12683,banner_id_24152307.0,0.0,0.0,0.9999999999999979
12701,banner_id_24158667.0,0.0,0.0,0.9999999999999979
12700,banner_id_24158819.0,0.0,0.0,0.9999999999999979
12699,banner_id_24158840.0,0.0,0.0,0.9999999999999979
12698,banner_id_24156590.0,0.0,0.0,0.9999999999999979
12697,banner_id_24156482.0,0.0,0.0,0.9999999999999979
12696,banner_id_24156439.0,0.0,0.0,0.9999999999999979
12695,banner_id_24156396.0,0.0,0.0,0.9999999999999979
12694,banner_id_24151161.0,0.0,0.0,0.9999999999999979
12744,banner_id_24150901.0,0.0,0.0,0.9999999999999979
12693,banner_id_24151182.0,0.0,0.0,0.9999999999999979
12691,banner_id_24151701.0,0.0,0.0,0.9999999999999979
12690,banner_id_24151723.0,0.0,0.0,0.9999999999999979
12689,banner_id_24151874.0,0.0,0.0,0.9999999999999979
12688,banner_id_24151918.0,0.0,0.0,0.9999999999999979
12687,banner_id_24152004.0,0.0,0.0,0.9999999999999979
12686,banner_id_24147981.0,0.0,0.0,0.9999999999999979
12685,banner_id_24152047.0,0.0,0.0,0.9999999999999979
12684,banner_id_24152285.0,0.0,0.0,0.9999999999999979
12692,banner_id_24151658.0,0.0,0.0,0.9999999999999979
12662,banner_id_24139674.0,0.0,0.0,0.9999999999999979
12745,banner_id_24150879.0,0.0,0.0,0.9999999999999979
12747,banner_id_24150663.0,0.0,0.0,0.9999999999999979
12807,advertiser_id_601244.0,0.0,0.0,0.9999999999999979
12806,advertiser_id_601328.0,0.0,0.0,0.9999999999999979
12805,advertiser_id_601361.0,0.0,0.0,0.9999999999999979
12804,advertiser_id_599473.0,0.0,0.0,0.9999999999999979
12803,advertiser_id_609018.0,0.0,0.0,0.9999999999999979
12802,advertiser_id_606442.0,0.0,0.0,0.9999999999999979
12801,advertiser_id_606609.0,0.0,0.0,0.9999999999999979
12800,advertiser_id_607864.0,0.0,0.0,0.9999999999999979
12799,advertiser_id_607897.0,0.0,0.0,0.9999999999999979
12798,advertiser_id_607914.0,0.0,0.0,0.9999999999999979
12797,advertiser_id_607964.0,0.0,0.0,0.9999999999999979
12796,advertiser_id_607981.0,0.0,0.0,0.9999999999999979
12795,advertiser_id_608064.0,0.0,0.0,0.9999999999999979
12794,advertiser_id_608081.0,0.0,0.0,0.9999999999999979
12793,advertiser_id_608248.0,0.0,0.0,0.9999999999999979
12792,advertiser_id_608265.0,0.0,0.0,0.9999999999999979
12791,advertiser_id_608298.0,0.0,0.0,0.9999999999999979
12808,advertiser_id_601161.0,0.0,0.0,0.9999999999999979
12790,advertiser_id_608332.0,0.0,0.0,0.9999999999999979
12809,advertiser_id_600994.0,0.0,0.0,0.9999999999999979
12811,advertiser_id_599741.0,0.0,0.0,0.9999999999999979
12828,advertiser_id_604436.0,0.0,0.0,0.9999999999999979
12827,advertiser_id_604670.0,0.0,0.0,0.9999999999999979
12826,advertiser_id_601796.0,0.0,0.0,0.9999999999999979
12825,advertiser_id_601629.0,0.0,0.0,0.9999999999999979
12824,advertiser_id_601595.0,0.0,0.0,0.9999999999999979
12823,advertiser_id_601411.0,0.0,0.0,0.9999999999999979
12822,advertiser_id_597686.0,0.0,0.0,0.9999999999999979
12821,advertiser_id_598037.0,0.0,0.0,0.9999999999999979
12820,advertiser_id_598354.0,0.0,0.0,0.9999999999999979
12819,advertiser_id_598388.0,0.0,0.0,0.9999999999999979
12818,advertiser_id_598588.0,0.0,0.0,0.9999999999999979
12817,advertiser_id_598839.0,0.0,0.0,0.9999999999999979
12816,advertiser_id_598989.0,0.0,0.0,0.9999999999999979
12815,advertiser_id_599290.0,0.0,0.0,0.9999999999999979
12814,advertiser_id_606041.0,0.0,0.0,0.9999999999999979
12813,advertiser_id_599357.0,0.0,0.0,0.9999999999999979
12812,advertiser_id_599624.0,0.0,0.0,0.9999999999999979
12810,advertiser_id_599774.0,0.0,0.0,0.9999999999999979
12789,advertiser_id_608399.0,0.0,0.0,0.9999999999999979
12788,advertiser_id_608767.0,0.0,0.0,0.9999999999999979
12787,advertiser_id_608800.0,0.0,0.0,0.9999999999999979
12764,advertiser_id_607262.0,0.0,0.0,0.9999999999999979
12763,advertiser_id_607379.0,0.0,0.0,0.9999999999999979
12762,advertiser_id_607429.0,0.0,0.0,0.9999999999999979
12761,advertiser_id_607145.0,0.0,0.0,0.9999999999999979
12760,banner_id_24093816.0,0.0,0.0,0.9999999999999979
12759,banner_id_24283467.0,0.0,0.0,0.9999999999999979
12758,banner_id_24282775.0,0.0,0.0,0.9999999999999979
12757,banner_id_24149560.0,0.0,0.0,0.9999999999999979
12756,banner_id_24149581.0,0.0,0.0,0.9999999999999979
12755,banner_id_24149711.0,0.0,0.0,0.9999999999999979
12754,banner_id_24149733.0,0.0,0.0,0.9999999999999979
12753,banner_id_24149754.0,0.0,0.0,0.9999999999999979
12752,banner_id_24149863.0,0.0,0.0,0.9999999999999979
12751,banner_id_24149971.0,0.0,0.0,0.9999999999999979
12750,banner_id_24150057.0,0.0,0.0,0.9999999999999979
12749,banner_id_24150555.0,0.0,0.0,0.9999999999999979
12748,banner_id_24150641.0,0.0,0.0,0.9999999999999979
12765,advertiser_id_607245.0,0.0,0.0,0.9999999999999979
12766,advertiser_id_607228.0,0.0,0.0,0.9999999999999979
12767,advertiser_id_607195.0,0.0,0.0,0.9999999999999979
12768,advertiser_id_607178.0,0.0,0.0,0.9999999999999979
12786,advertiser_id_608834.0,0.0,0.0,0.9999999999999979
12785,advertiser_id_608867.0,0.0,0.0,0.9999999999999979
12784,advertiser_id_608967.0,0.0,0.0,0.9999999999999979
12783,advertiser_id_607780.0,0.0,0.0,0.9999999999999979
12782,advertiser_id_607596.0,0.0,0.0,0.9999999999999979
12781,advertiser_id_607579.0,0.0,0.0,0.9999999999999979
12780,advertiser_id_607529.0,0.0,0.0,0.9999999999999979
12779,advertiser_id_606643.0,0.0,0.0,0.9999999999999979
12746,banner_id_24150814.0,0.0,0.0,0.9999999999999979
12778,advertiser_id_606660.0,0.0,0.0,0.9999999999999979
12776,advertiser_id_606710.0,0.0,0.0,0.9999999999999979
12775,advertiser_id_606793.0,0.0,0.0,0.9999999999999979
12774,advertiser_id_606844.0,0.0,0.0,0.9999999999999979
12773,advertiser_id_607078.0,0.0,0.0,0.9999999999999979
12772,advertiser_id_607094.0,0.0,0.0,0.9999999999999979
12771,advertiser_id_606459.0,0.0,0.0,0.9999999999999979
12770,advertiser_id_607111.0,0.0,0.0,0.9999999999999979
12769,advertiser_id_607161.0,0.0,0.0,0.9999999999999979
12777,advertiser_id_606676.0,0.0,0.0,0.9999999999999979
12491,banner_id_24163124.0,0.0,0.0,0.9999999999999979
12661,banner_id_24139955.0,0.0,0.0,0.9999999999999979
12659,banner_id_24140020.0,0.0,0.0,0.9999999999999979
12552,banner_id_24169635.0,0.0,0.0,0.9999999999999979
12551,banner_id_24169657.0,0.0,0.0,0.9999999999999979
12550,banner_id_24169679.0,0.0,0.0,0.9999999999999979
12549,banner_id_24170630.0,0.0,0.0,0.9999999999999979
12548,banner_id_24170825.0,0.0,0.0,0.9999999999999979
12547,banner_id_24171885.0,0.0,0.0,0.9999999999999979
12546,banner_id_24171950.0,0.0,0.0,0.9999999999999979
12545,banner_id_24171993.0,0.0,0.0,0.9999999999999979
12544,banner_id_24173854.0,0.0,0.0,0.9999999999999979
12543,banner_id_24173876.0,0.0,0.0,0.9999999999999979
12542,banner_id_24173897.0,0.0,0.0,0.9999999999999979
12541,banner_id_24174092.0,0.0,0.0,0.9999999999999979
12540,banner_id_24174222.0,0.0,0.0,0.9999999999999979
12539,banner_id_24174308.0,0.0,0.0,0.9999999999999979
12538,banner_id_24174352.0,0.0,0.0,0.9999999999999979
12537,banner_id_24174438.0,0.0,0.0,0.9999999999999979
12536,banner_id_24174460.0,0.0,0.0,0.9999999999999979
12553,banner_id_24169527.0,0.0,0.0,0.9999999999999979
12535,banner_id_24174589.0,0.0,0.0,0.9999999999999979
12554,banner_id_24169462.0,0.0,0.0,0.9999999999999979
12556,banner_id_24169354.0,0.0,0.0,0.9999999999999979
12573,banner_id_24171691.0,0.0,0.0,0.9999999999999979
12572,banner_id_24171712.0,0.0,0.0,0.9999999999999979
12571,banner_id_24171734.0,0.0,0.0,0.9999999999999979
12570,banner_id_24171755.0,0.0,0.0,0.9999999999999979
12569,banner_id_24170998.0,0.0,0.0,0.9999999999999979
12568,banner_id_24171864.0,0.0,0.0,0.9999999999999979
12567,banner_id_24170977.0,0.0,0.0,0.9999999999999979
12566,banner_id_24170804.0,0.0,0.0,0.9999999999999979
12565,banner_id_24167450.0,0.0,0.0,0.9999999999999979
12564,banner_id_24167472.0,0.0,0.0,0.9999999999999979
12563,banner_id_24167753.0,0.0,0.0,0.9999999999999979
12562,banner_id_24168489.0,0.0,0.0,0.9999999999999979
12561,banner_id_24169203.0,0.0,0.0,0.9999999999999979
12560,banner_id_24169224.0,0.0,0.0,0.9999999999999979
12559,banner_id_24169289.0,0.0,0.0,0.9999999999999979
12558,banner_id_24169311.0,0.0,0.0,0.9999999999999979
12557,banner_id_24169332.0,0.0,0.0,0.9999999999999979
12555,banner_id_24169397.0,0.0,0.0,0.9999999999999979
12534,banner_id_24174633.0,0.0,0.0,0.9999999999999979
12533,banner_id_24174676.0,0.0,0.0,0.9999999999999979
12532,banner_id_24174698.0,0.0,0.0,0.9999999999999979
12509,banner_id_24173335.0,0.0,0.0,0.9999999999999979
12508,banner_id_24173378.0,0.0,0.0,0.9999999999999979
12507,banner_id_24173529.0,0.0,0.0,0.9999999999999979
12506,banner_id_24173659.0,0.0,0.0,0.9999999999999979
12505,banner_id_24172945.0,0.0,0.0,0.9999999999999979
12504,banner_id_24167407.0,0.0,0.0,0.9999999999999979
12503,banner_id_24167385.0,0.0,0.0,0.9999999999999979
12502,banner_id_24167191.0,0.0,0.0,0.9999999999999979
12501,banner_id_24161544.0,0.0,0.0,0.9999999999999979
12500,banner_id_24161566.0,0.0,0.0,0.9999999999999979
12499,banner_id_24161977.0,0.0,0.0,0.9999999999999979
